,Наименование / ФИО,ИНН,Адрес,Чистая прибыль (2400),Чистая прибыль прошлый год (2400),Налоги (2410),Проценты (2330),Амортизация (расчетная),EBITDA,Статус
1346,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГАСТРОЙИНВЕСТ""",1660327340,"420111, Республика Татарстан (Татарстан), г.о. Город Казань, г Казань, ул Тельмана, дом 5, помещение 1",5542.0,3828.0,1315.0,0.0,10401.0,17258.0,
1347,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГАСТРОЙКОНСАЛТ""",6311094612,"443081, Самарская обл, городской округ Самара, Самара г, Стара Загора ул, дом 27, офис  208Б",169.0,2287.0,-42.0,5526.0,12050.0,17703.0,
1348,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГАСТРОЙПРОГРЕСС""",6317123965,"443065, Самарская область, г. Самара, ул. Боровая, дом 30, литера Ж, комната 9",463.0,165.0,-155.0,0.0,125.0,433.0,
1349,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГАТРАНССВЯЗЬ""",6452117855,"111024, Город Москва, вн.тер.г. муниципальный округ Лефортово, ул Авиамоторная, д. 50, стр. 2, помещ. 59/14Ч",26231.0,6059.0,-6305.0,0.0,0.0,19926.0,
1350,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГАХИММОНТАЖ""",6321281844,"445047, Самарская область, г.о. Тольятти, г Тольятти, ул 40 Лет Победы, здание 14, офис 427",31378.0,27775.0,4742.0,0.0,0.0,36120.0,
1351,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГОБУР""",3460062869,"400075, Волгоградская обл, г Волгоград, ул 51-й Гвардейской, 1б, 213",83.0,1732.0,-21.0,0.0,0.0,62.0,
1352,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГОГРАДОБЛСНАБ""",3445071146,"г. Волгоград, ул. Козловская, д. 54, 400074",494.0,-10178.0,123.0,0.0,0.0,617.0,
1353,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГОГРАДСКАЯ ЭНЕРГО-СЕРВИСНАЯ КОМПАНИЯ""",3460016703,"109651, Москва г, ул Люблинская, 78, 3, 859",44.0,240.0,-718.0,0.0,0.0,-674.0,
1354,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГОПРОДМОНТАЖ""",6312201930,"г. Самара, ул. Елизарова, д. 103, оф. 6, 443098",42197.0,35764.0,-13794.0,111.0,0.0,28514.0,
1355,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГОПРОДМОНТАЖ""",6312142121,"г. Самара, ул. Елизарова, д. 103, 443098",49619.0,45845.0,-14246.0,2882.0,3294.0,41549.0,
1356,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГОСПЕЦМОНТАЖ""",6325071615,"446001, Самарская область, г Сызрань, ул Смолина, д. 5, ком. 4",722.0,1234.0,181.0,1078.0,0.0,1981.0,
1357,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГОСТРОЙДОМ""",6452122598,"410015, Саратовская область, г.о. Город Саратов, г Саратов, пл Им Орджоникидзе Г.К., дом 1, помещение 1",12.0,-16185.0,0.0,0.0,0.0,12.0,
1358,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГОСТРОЙМОНТАЖ""",3448040509,"400080, Волгоградская обл, Волгоград г, 40 лет ВЛКСМ ул, дом № 96А, офис 110",1092.0,13369.0,-458.0,0.0,1779.0,2413.0,
1359,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГОТЕХМОНТАЖ""",3461010327,"416230, Астраханская область, м.о. Черноярский, с Черный Яр, пл Ленина, владение 18, помещение 2",290.0,588.0,-132.0,0.0,0.0,158.0,
1360,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГОХЛЕБСТРОЙМОНТАЖ""",6455066983,"410056, Саратовская обл, г Саратов, ул Астраханская, д 88",573.0,896.0,-145.0,0.0,1.0,429.0,
1361,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГТРАНССТРОЙ""",3448043965,"400080, Волгоградская обл, г Волгоград, проезд Автодорожный, д. 14, офис 1",16944.0,28822.0,-4236.0,70713.0,15382.0,98803.0,
1362,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛДОМСТРОЙ""",3525336239,"160009, Вологодская обл, Вологда г, Челюскинцев ул, дом № 32, кв.33",35286.0,38460.0,5752.0,0.0,0.0,41038.0,
1363,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛЖСКАЯ ИНЖЕНЕРНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ""",6315632685,"443096, Самарская обл, Самара г, Мичурина ул, дом № 15, литера А, офис 426",45109.0,1900.0,-11461.0,0.0,2178.0,35826.0,
1364,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛЖСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",1660355555,"420100, Республика Татарстан (Татарстан), г.о. Город Казань, г Казань, ул Академика Глушко, дом 22Б, помещение 1000",42996.0,-1099.0,-54.0,0.0,491.0,43433.0,
1365,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛЖСКОЕ""",6330056436,"446394, Самарская обл, м.р-н Красноярский, г.п. Волжский, пгт Волжский, ул М.Горького, двлд. 74, ком. 5",52922.0,66904.0,13230.0,0.0,0.0,66152.0,
1366,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛЖСКСПЕЦМОНТАЖ""",1216007917,"425000, Марий Эл Респ, г Волжск, ул Лермонтова, д 1а",-5970.0,28.0,367.0,5394.0,0.0,-209.0,
1367,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛЖСКСТРОЙСЕРВИС""",3435042450,"Волгоградская обл., город Волжский г.о., г. Волжский, ул. Горького, д. 98б, ОФИС 15, 404122",-142.0,-758.0,117.0,0.0,731.0,706.0,
1368,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛКСКРУПП АЕ""",7811600202,"199178, Санкт-Петербург г, линия.4-я В.О., д.65, к.А, кв.302-Н",-299284.0,0.0,-4269.0,0.0,15178.0,-288375.0,
1369,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛОГДАСТРОЙ""",3525319233,"160026, Вологодская обл, Вологда г, Панкратова ул, дом № 40, помещение 60",32539.0,4634.0,-8135.0,0.0,4864.0,29268.0,
1370,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛОГДАТОРГТРАНС""",3525433264,"160012, Вологодская обл, г.о. город Вологда, Вологда, ул Козленская, д. 119А, офис 308/1",2430.0,9516.0,-608.0,0.0,0.0,1822.0,
1371,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛОГОДСКАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ №1""",3525194182,"160000, Вологодская обл, Вологда г, Челюскинцев ул, дом № 23, помещение 15",24782.0,19957.0,-6711.0,297.0,0.0,18368.0,
1372,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОРОНЕЖ ГРАД""",3666170314,"394007, Воронежская область, г.о. Город Воронеж, г Воронеж, ул Ленинградская, дом 2, офис 103/1",14423.0,4651.0,-1014.0,18534.0,0.0,31943.0,
1373,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОРОНЕЖСТРОЙРЕКОНСТРУКЦИЯ""",3616008757,"г. Воронеж, ул. Остужева, д. 21, кв. 1, 394033",292.0,3939.0,-3886.0,6070.0,9730.0,12206.0,
1374,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОРОНЕЖТЕХМОНТАЖ""",3662212203,"394086, Воронежская обл, Воронеж г, Патриотов пр-кт, дом № 50б, офис 245",17095.0,19927.0,4362.0,4.0,0.0,21461.0,
1375,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОРОНЕЖЦЕНТРПРОЕКТСТРОЙ""",3665105048,"394028, Воронежская обл, Воронеж г, Монтажный проезд, дом 3, литера 3Ж, офис 8б",15185.0,3435.0,-5074.0,6598.0,0.0,16709.0,
1376,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОК + """,6357941879,"446460, Самарская обл, р-н Похвистневский, с Подбельск, ул Юбилейная, д. 4А",78773.0,10157.0,0.0,0.0,311.0,79084.0,
1377,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОК КАПИТАЛ""",1435302376,"677021, Республика Саха (Якутия), г.о. Город Якутск, г Якутск, ул Автодорожная Киз Ягу, дом 23/2",925.0,4188.0,-426.0,37764.0,32732.0,70995.0,
1378,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОК-Д""",2366002540,"354207, Краснодарский край, Сочи г, Лазаревский р-н, Гайдара ул, дом № 7Б, офис 10",169.0,335.0,42.0,0.0,16588.0,16799.0,
1379,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОК""",3245516327,"241520, Брянская обл, Брянский р-н, Супонево с, Свенская ул, дом 57, офис 4",-1311.0,1050.0,38.0,0.0,2121.0,848.0,
1380,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОК""",6319164131,"443092, Самарская область, г Самара, ул Физкультурная, дом 147Д",3749.0,4195.0,-937.0,0.0,0.0,2812.0,
1381,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОК""",816041065,"Респ. Калмыкия, г.о. город Элиста, г. Элиста, мкр. 7, д. 1, к. 6, КВ. 5, 358016",3190.0,-19592.0,1911.0,0.0,29468.0,34569.0,
1382,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОКЕВРОСТРОЙ""",6623043910,"622059, Свердловская область, г. Нижний Тагил, ул. Индустриальная, дом 20А, СТРОЕНИЕ 2",307.0,150.0,122.0,465.0,0.0,894.0,
1383,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОКМЕТАЛЛУРГМОНТАЖ""",6623110612,"622001, Свердловская обл, Нижний Тагил г, Папанина ул, дом 21, офис 10",1270.0,-29065.0,-1412.0,0.0,134.0,-8.0,
1384,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОКПРОМСТРОЙ""",5609191784,"460052, Оренбургская обл, Оренбург г, Просторная ул, дом № 19/2, квартира 16",5610.0,4353.0,-1274.0,726.0,8511.0,13573.0,
1385,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОКСТРОЙКОНСАЛТИНГ""",275910318,"450005, г. Уфа, ул. Пархоменко, д. 99, кв. 8",1072.0,931.0,319.0,0.0,0.0,1391.0,
1386,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОКСТРОЙСЕРВИС""",5610240242,"460027, Оренбургская обл, г Оренбург, ул Беляевская, 40",-8643.0,505.0,0.0,1394.0,2229.0,-5020.0,
1387,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОКСТРОЙЭНЕРГОРЕМОНТ""",2540196538,"690090, Приморский край, Владивосток г, Западная ул, дом № 29",-432.0,-26826.0,0.0,0.0,56.0,-376.0,
1388,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОКТЯЖСТРОЙ УСОЛЬЕ""",3819013939,"665463, Иркутская область, г. Усолье-Сибирское, ул. Ленина, дом 75",5662.0,5224.0,825.0,464.0,633.0,7584.0,
1389,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОКЭНЕРГОСТРОЙ""",7017340921,"634012, Томская обл, г Томск, ул Елизаровых, д. 53/2, кв. 709, ",-8212.0,-94909.0,0.0,752.0,141.0,-7319.0,
1390,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОЧНАЯ СЕРВИСНАЯ КОМПАНИЯ""",7701866545,"105082, г.Москва, ул.Почтовая Б., д.26В, к.1, кв.410",157391.0,162232.0,-37364.0,0.0,15686.0,135713.0,
1391,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОЧНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ""",1833032136,"109028, Москва г, вн.тер.г. муниципальный округ Басманный, пер Хохловский, д. 16, кор. 1, кв. 17-18, ",152.0,554.0,-38.0,2178.0,3265.0,5557.0,
1392,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОЧНАЯ ЭНЕРГОСТРОИТЕЛЬНАЯ КОМПАНИЯ""",2312306703,"194294, Санкт-Петербург г, п Парголово, ул Тихоокеанская, 14, К. 2 стр. 1, 10н",733.0,313.0,195.0,0.0,128.0,1056.0,
1393,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОЧНЫЙ ПОРТАЛ""",7536153932,"672012, Забайкальский край, г Чита, ул Нечаева, д 68, кв 5",6252.0,448.0,0.0,850.0,4996.0,12098.0,
1394,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОЧНЫЙ РАЗРЕЗ""",2540231091,"692828, Приморский край, м.р-н Шкотовский, с.п. Подъяпольское, п Подъяпольское, ул Набережная, зд. 13, стр. 1, офис 1",92862.0,176952.0,-22469.0,0.0,0.0,70393.0,
1395,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОЧНЫЙ ЭКСПРЕСС КРАСНОДАР""",2308208083,"194294, Санкт-Петербург г, п Парголово, ул Тихоокеанская, 14 К.2 СТР 1,  пом 10-Н",-92244.0,657.0,301.0,0.0,53847.0,-38096.0,
1396,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСХОД""",5603042835,"461042, Оренбургская обл, г.Бузулук, ул.Московская, д.2А",27318.0,13352.0,-6830.0,0.0,0.0,20488.0,
1397,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОТУМ""",8906001167,"629601, Ямало-Ненецкий АО, Муравленко г, Тюменская ул, промзона, панель №7",13349.0,75185.0,3337.0,4375.0,24380.0,45441.0,
1398,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВРК""",1841074468,"426063, Удмуртская Респ, Ижевск г, Орджоникидзе ул, дом № 3, литера А, офис 29",-9081.0,-6030.0,1653.0,0.0,0.0,-7428.0,
1399,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВС""",7107525050,"300026, г.Тула, п.Менделеевский, ул.Полевая, д.14",0.0,0.0,0.0,0.0,0.0,0.0,
1400,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСВ-РЕГИОНСТРОЙ""",2311179474,"350000, Краснодарский край, г Краснодар, ул Красных Партизан, 222, Помещение 1",67292.0,131320.0,-22268.0,5902.0,10676.0,61602.0,
1401,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСЕСЛАВ-БАССЕЙНЫ""",7743946834,"125195, Москва г, Ленинградское ш, дом № 61, строение 1",102.0,59.0,-34.0,25.0,0.0,93.0,
1402,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСЕСТРОЙДВ""",2721182632,"680000, Хабаровский край, г Хабаровск, ул Ким Ю Чена, д. 47, кв. 3",97.0,213.0,-24.0,0.0,0.0,73.0,
1403,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСК ТЕХНОСТРОЙ""",2539081081,"690088, Приморский край, Владивосток, Жигура ул, дом № 26а, кв.6-7",6384.0,1374.0,1596.0,18585.0,0.0,26565.0,
1404,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСК""",9102031519,"296400, Крым Респ, Черноморский р-н, Черноморское пгт, Сигнальная, дом № 30А",934.0,511.0,858.0,0.0,1763.0,3555.0,
1405,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСК""",7804018392,"194100, Город Санкт-Петербург, пр-кт Лесной, дом 65, корпус 1, ЛИТА",965.0,10543.0,304.0,1127.0,81.0,2477.0,
1406,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСКГ""",7814721170,"197375, Санкт-Петербург г, Макулатурный проезд, дом № 4Б, оф.пом.36-3",320.0,686.0,-382.0,0.0,647.0,585.0,
1407,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСМ""",7710940499,"119034, Москва г, Остоженка ул, дом № 19, строение 1, этаж 3, помещение 18",-72276.0,-48770.0,0.0,10908.0,392.0,-60976.0,
1408,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВСМК-35""",3525368022,"г. Вологда, ул. Козленская, д. 105, кв. 68, 160012",867.0,847.0,-217.0,0.0,14876.0,15526.0,
